ano;mes;grupo;uf;servico;taxa_resolvidas_5_dias
2019;2;Taxa de Reabertas;SERCOMTEL;SMP;0.0
2019;2;Taxa de Reabertas;TIM;SMP;6.4
2019;2;Taxa de Reabertas;VIVO;SMP;6.92
2019;2;Taxa de Respondidas em 5 dias Úteis;ALGAR;SMP;82.14
2019;2;Taxa de Respondidas em 5 dias Úteis;CLARO;SMP;85.62
2019;2;Taxa de Respondidas em 5 dias Úteis;NEXTEL;SMP;84.12
2019;2;Taxa de Respondidas em 5 dias Úteis;OI;SMP;85.89
2019;2;Taxa de Respondidas em 5 dias Úteis;SERCOMTEL;SMP;100.0
2019;2;Taxa de Respondidas em 5 dias Úteis;TIM;SMP;85.9
2019;2;Taxa de Respondidas em 5 dias Úteis;VIVO;SMP;86.0
2019;2;Taxa de Respondidas no Período;ALGAR;SMP;100.0
2019;2;Taxa de Respondidas no Período;CLARO;SMP;99.7
2019;2;Taxa de Respondidas no Período;NEXTEL;SMP;99.97
2019;2;Taxa de Respondidas no Período;OI;SMP;99.69
2019;2;Taxa de Respondidas no Período;SERCOMTEL;SMP;100.0
2019;2;Taxa de Respondidas no Período;TIM;SMP;99.78
2019;2;Taxa de Respondidas no Período;VIVO;SMP;99.91
2019;3;Indicador de Desempenho no Atendimento (IDA);ALGAR;SMP;100.0
2019;3;Indicador de Desempenho no Atendimento (IDA);CLARO;SMP;85.49
2019;3;Indicador de Desempenho no Atendimento (IDA);NEXTEL;SMP;48.54
2019;3;Indicador de Desempenho no Atendimento (IDA);OI;SMP;89.53
2019;3;Indicador de Desempenho no Atendimento (IDA);SERCOMTEL;SMP;0.0
2019;3;Indicador de Desempenho no Atendimento (IDA);TIM;SMP;68.27
2019;3;Indicador de Desempenho no Atendimento (IDA);VIVO;SMP;94.7
2019;3;Índice de Reclamações;ALGAR;SMP;0.14
2019;3;Índice de Reclamações;CLARO;SMP;0.49
2019;3;Índice de Reclamações;NEXTEL;SMP;1.13
2019;3;Índice de Reclamações;OI;SMP;0.41
2019;3;Índice de Reclamações;SERCOMTEL;SMP;0.81
2019;3;Índice de Reclamações;TIM;SMP;0.83
2019;3;Índice de Reclamações;VIVO;SMP;0.31
2019;3;Quantidade de acessos em serviço;ALGAR;SMP;1274673.0
2019;3;Quantidade de acessos em serviço;CLARO;SMP;56416569.0
2019;3;Quantidade de acessos em serviço;NEXTEL;SMP;3393869.0
2019;3;Quantidade de acessos em serviço;OI;SMP;37666691.0
2019;3;Quantidade de acessos em serviço;SERCOMTEL;SMP;60465.0
2019;3;Quantidade de acessos em serviço;TIM;SMP;55343053.0
2019;3;Quantidade de acessos em serviço;VIVO;SMP;73426243.0
2019;3;Quantidade de reabertas;ALGAR;SMP;10.0
2019;3;Quantidade de reabertas;CLARO;SMP;1736.0
2019;3;Quantidade de reabertas;NEXTEL;SMP;207.0
2019;3;Quantidade de reabertas;OI;SMP;1127.0
2019;3;Quantidade de reabertas;SERCOMTEL;SMP;1.0
2019;3;Quantidade de reabertas;TIM;SMP;3112.0
2019;3;Quantidade de reabertas;VIVO;SMP;1371.0
2019;3;Quantidade de reclamações;ALGAR;SMP;177.0
2019;3;Quantidade de reclamações;CLARO;SMP;27655.0
2019;3;Quantidade de reclamações;NEXTEL;SMP;3819.0
2019;3;Quantidade de reclamações;OI;SMP;15417.0
2019;3;Quantidade de reclamações;SERCOMTEL;SMP;49.0
2019;3;Quantidade de reclamações;TIM;SMP;46187.0
2019;3;Quantidade de reclamações;VIVO;SMP;22466.0
2019;3;Quantidade de Reclamações no Período;ALGAR;SMP;544.0
2019;3;Quantidade de Reclamações no Período;CLARO;SMP;75625.0
2019;3;Quantidade de Reclamações no Período;NEXTEL;SMP;11103.0
2019;3;Quantidade de Reclamações no Período;OI;SMP;46090.0
2019;3;Quantidade de Reclamações no Período;SERCOMTEL;SMP;10.0
2019;3;Quantidade de Reclamações no Período;TIM;SMP;151402.0
2019;3;Quantidade de Reclamações no Período;VIVO;SMP;75408.0
2019;3;Quantidade de Respondidas;ALGAR;SMP;177.0
2019;3;Quantidade de Respondidas;CLARO;SMP;25472.0
2019;3;Quantidade de Respondidas;NEXTEL;SMP;3731.0
2019;3;Quantidade de Respondidas;OI;SMP;14883.0
2019;3;Quantidade de Respondidas;SERCOMTEL;SMP;1.0
2019;3;Quantidade de Respondidas;TIM;SMP;45744.0
2019;3;Quantidade de Respondidas;VIVO;SMP;22457.0
2019;3;Quantidade de Sol. Respondidas em até 5 dias;ALGAR;SMP;161.0
2019;3;Quantidade de Sol. Respondidas em até 5 dias;CLARO;SMP;23747.0
2019;3;Quantidade de Sol. Respondidas em até 5 dias;NEXTEL;SMP;3224.0
2019;3;Quantidade de Sol. Respondidas em até 5 dias;OI;SMP;13215.0
2019;3;Quantidade de Sol. Respondidas em até 5 dias;SERCOMTEL;SMP;1.0
2019;3;Quantidade de Sol. Respondidas em até 5 dias;TIM;SMP;39786.0
2019;3;Quantidade de Sol. Respondidas em até 5 dias;VIVO;SMP;19475.0
2019;3;Quantidade de Sol. Respondidas no Período;ALGAR;SMP;544.0
2019;3;Quantidade de Sol. Respondidas no Período;CLARO;SMP;75416.0
2019;3;Quantidade de Sol. Respondidas no Período;NEXTEL;SMP;11091.0
2019;3;Quantidade de Sol. Respondidas no Período;OI;SMP;46020.0
2019;3;Quantidade de Sol. Respondidas no Período;SERCOMTEL;SMP;9.0
2019;3;Quantidade de Sol. Respondidas no Período;TIM;SMP;151020.0
2019;3;Quantidade de Sol. Respondidas no Período;VIVO;SMP;75380.0
2019;3;Taxa de Reabertas;ALGAR;SMP;5.65
2019;3;Taxa de Reabertas;CLARO;SMP;6.82
2019;3;Taxa de Reabertas;NEXTEL;SMP;5.55
2019;3;Taxa de Reabertas;OI;SMP;7.57
2019;3;Taxa de Reabertas;SERCOMTEL;SMP;100.0
2019;3;Taxa de Reabertas;TIM;SMP;6.8
2019;3;Taxa de Reabertas;VIVO;SMP;6.11
2019;3;Taxa de Respondidas em 5 dias Úteis;ALGAR;SMP;90.96
2019;3;Taxa de Respondidas em 5 dias Úteis;CLARO;SMP;85.87
2019;3;Taxa de Respondidas em 5 dias Úteis;NEXTEL;SMP;84.42
2019;3;Taxa de Respondidas em 5 dias Úteis;OI;SMP;85.72
2019;3;Taxa de Respondidas em 5 dias Úteis;SERCOMTEL;SMP;2.04
2019;3;Taxa de Respondidas em 5 dias Úteis;TIM;SMP;86.14
2019;3;Taxa de Respondidas em 5 dias Úteis;VIVO;SMP;86.69
2019;3;Taxa de Respondidas no Período;ALGAR;SMP;100.0
2019;3;Taxa de Respondidas no Período;CLARO;SMP;99.72
2019;3;Taxa de Respondidas no Período;NEXTEL;SMP;99.89
2019;3;Taxa de Respondidas no Período;OI;SMP;99.85
2019;3;Taxa de Respondidas no Período;SERCOMTEL;SMP;90.0
2019;3;Taxa de Respondidas no Período;TIM;SMP;99.75
