ano;mes;grupo;uf;servico;taxa_resolvidas_5_dias
2019;3;Taxa de Respondidas em 5 dias Úteis;OI;SCM;85.98
2019;3;Taxa de Respondidas em 5 dias Úteis;SERCOMTEL;SCM;40.35
2019;3;Taxa de Respondidas em 5 dias Úteis;SKY;SCM;86.13
2019;3;Taxa de Respondidas em 5 dias Úteis;TIM;SCM;80.72
2019;3;Taxa de Respondidas em 5 dias Úteis;VIVO;SCM;86.29
2019;3;Taxa de Respondidas no Período;ALGAR;SCM;100.0
2019;3;Taxa de Respondidas no Período;NET;SCM;99.81
2019;3;Taxa de Respondidas no Período;OI;SCM;99.96
2019;3;Taxa de Respondidas no Período;SERCOMTEL;SCM;98.09
2019;3;Taxa de Respondidas no Período;SKY;SCM;99.97
2019;3;Taxa de Respondidas no Período;TIM;SCM;99.67
2019;3;Taxa de Respondidas no Período;VIVO;SCM;99.62
2019;4;Indicador de Desempenho no Atendimento (IDA);ALGAR;SCM;75.61
2019;4;Indicador de Desempenho no Atendimento (IDA);NET;SCM;82.28
2019;4;Indicador de Desempenho no Atendimento (IDA);OI;SCM;49.94
2019;4;Indicador de Desempenho no Atendimento (IDA);SERCOMTEL;SCM;84.41
2019;4;Indicador de Desempenho no Atendimento (IDA);SKY;SCM;34.47
2019;4;Indicador de Desempenho no Atendimento (IDA);TIM;SCM;0.0
2019;4;Indicador de Desempenho no Atendimento (IDA);VIVO;SCM;65.33
2019;4;Índice de Reclamações;ALGAR;SCM;1.16
2019;4;Índice de Reclamações;NET;SCM;1.11
2019;4;Índice de Reclamações;OI;SCM;2.18
2019;4;Índice de Reclamações;SERCOMTEL;SCM;0.15
2019;4;Índice de Reclamações;SKY;SCM;3.02
2019;4;Índice de Reclamações;TIM;SCM;16.72
2019;4;Índice de Reclamações;VIVO;SCM;1.79
2019;4;Quantidade de acessos em serviço;ALGAR;SCM;592421.0
2019;4;Quantidade de acessos em serviço;NET;SCM;9485266.0
2019;4;Quantidade de acessos em serviço;OI;SCM;5825695.0
2019;4;Quantidade de acessos em serviço;SERCOMTEL;SCM;301410.0
2019;4;Quantidade de acessos em serviço;SKY;SCM;313789.0
2019;4;Quantidade de acessos em serviço;TIM;SCM;511431.0
2019;4;Quantidade de acessos em serviço;VIVO;SCM;7465481.0
2019;4;Quantidade de reabertas;ALGAR;SCM;59.0
2019;4;Quantidade de reabertas;NET;SCM;671.0
2019;4;Quantidade de reabertas;OI;SCM;1078.0
2019;4;Quantidade de reabertas;SERCOMTEL;SCM;5.0
2019;4;Quantidade de reabertas;SKY;SCM;25.0
2019;4;Quantidade de reabertas;TIM;SCM;1066.0
2019;4;Quantidade de reabertas;VIVO;SCM;747.0
2019;4;Quantidade de reclamações;ALGAR;SCM;688.0
2019;4;Quantidade de reclamações;NET;SCM;10516.0
2019;4;Quantidade de reclamações;OI;SCM;12727.0
2019;4;Quantidade de reclamações;SERCOMTEL;SCM;45.0
2019;4;Quantidade de reclamações;SKY;SCM;948.0
2019;4;Quantidade de reclamações;TIM;SCM;8553.0
2019;4;Quantidade de reclamações;VIVO;SCM;13339.0
2019;4;Quantidade de Reclamações no Período;ALGAR;SCM;2553.0
2019;4;Quantidade de Reclamações no Período;NET;SCM;35655.0
2019;4;Quantidade de Reclamações no Período;OI;SCM;37827.0
2019;4;Quantidade de Reclamações no Período;SERCOMTEL;SCM;180.0
2019;4;Quantidade de Reclamações no Período;SKY;SCM;3252.0
2019;4;Quantidade de Reclamações no Período;TIM;SCM;28355.0
2019;4;Quantidade de Reclamações no Período;VIVO;SCM;38951.0
2019;4;Quantidade de Respondidas;ALGAR;SCM;688.0
2019;4;Quantidade de Respondidas;NET;SCM;9604.0
2019;4;Quantidade de Respondidas;OI;SCM;12373.0
2019;4;Quantidade de Respondidas;SERCOMTEL;SCM;42.0
2019;4;Quantidade de Respondidas;SKY;SCM;948.0
2019;4;Quantidade de Respondidas;TIM;SCM;8552.0
2019;4;Quantidade de Respondidas;VIVO;SCM;13330.0
2019;4;Quantidade de Sol. Respondidas em até 5 dias;ALGAR;SCM;588.0
2019;4;Quantidade de Sol. Respondidas em até 5 dias;NET;SCM;9024.0
2019;4;Quantidade de Sol. Respondidas em até 5 dias;OI;SCM;10923.0
2019;4;Quantidade de Sol. Respondidas em até 5 dias;SERCOMTEL;SCM;37.0
2019;4;Quantidade de Sol. Respondidas em até 5 dias;SKY;SCM;831.0
2019;4;Quantidade de Sol. Respondidas em até 5 dias;TIM;SCM;6818.0
2019;4;Quantidade de Sol. Respondidas em até 5 dias;VIVO;SCM;11519.0
2019;4;Quantidade de Sol. Respondidas no Período;ALGAR;SCM;2553.0
2019;4;Quantidade de Sol. Respondidas no Período;NET;SCM;35624.0
2019;4;Quantidade de Sol. Respondidas no Período;OI;SCM;37813.0
2019;4;Quantidade de Sol. Respondidas no Período;SERCOMTEL;SCM;178.0
2019;4;Quantidade de Sol. Respondidas no Período;SKY;SCM;3251.0
